lambda_over_k0,re_integrand,im_integrand
2.2400000000e-01,1.1033238387e-01,-1.3973370043e-01
2.2450000000e-01,1.1054389572e-01,-1.3996685009e-01
2.2500000000e-01,1.1075516773e-01,-1.4019949450e-01
2.2550000000e-01,1.1096619929e-01,-1.4043163275e-01
2.2600000000e-01,1.1117698978e-01,-1.4066326396e-01
2.2650000000e-01,1.1138753860e-01,-1.4089438726e-01
2.2700000000e-01,1.1159784513e-01,-1.4112500174e-01
2.2750000000e-01,1.1180790876e-01,-1.4135510655e-01
2.2800000000e-01,1.1201772887e-01,-1.4158470078e-01
2.2850000000e-01,1.1222730485e-01,-1.4181378357e-01
2.2900000000e-01,1.1243663608e-01,-1.4204235404e-01
2.2950000000e-01,1.1264572196e-01,-1.4227041131e-01
2.3000000000e-01,1.1285456185e-01,-1.4249795451e-01
2.3050000000e-01,1.1306315515e-01,-1.4272498276e-01
2.3100000000e-01,1.1327150123e-01,-1.4295149520e-01
2.3150000000e-01,1.1347959949e-01,-1.4317749096e-01
2.3200000000e-01,1.1368744931e-01,-1.4340296916e-01
2.3250000000e-01,1.1389505005e-01,-1.4362792894e-01
2.3300000000e-01,1.1410240112e-01,-1.4385236944e-01
2.3350000000e-01,1.1430950188e-01,-1.4407628980e-01
2.3400000000e-01,1.1451635172e-01,-1.4429968915e-01
2.3450000000e-01,1.1472295001e-01,-1.4452256663e-01
2.3500000000e-01,1.1492929615e-01,-1.4474492139e-01
2.3550000000e-01,1.1513538950e-01,-1.4496675256e-01
2.3600000000e-01,1.1534122944e-01,-1.4518805930e-01
2.3650000000e-01,1.1554681536e-01,-1.4540884075e-01
2.3700000000e-01,1.1575214662e-01,-1.4562909606e-01
2.3750000000e-01,1.1595722261e-01,-1.4584882438e-01
2.3800000000e-01,1.1616204271e-01,-1.4606802485e-01
2.3850000000e-01,1.1636660628e-01,-1.4628669664e-01
2.3900000000e-01,1.1657091271e-01,-1.4650483890e-01
2.3950000000e-01,1.1677496137e-01,-1.4672245078e-01
2.4000000000e-01,1.1697875163e-01,-1.4693953145e-01
2.4050000000e-01,1.1718228287e-01,-1.4715608006e-01
2.4100000000e-01,1.1738555447e-01,-1.4737209577e-01
2.4150000000e-01,1.1758856579e-01,-1.4758757774e-01
2.4200000000e-01,1.1779131620e-01,-1.4780252515e-01
2.4250000000e-01,1.1799380509e-01,-1.4801693715e-01
2.4300000000e-01,1.1819603182e-01,-1.4823081292e-01
2.4350000000e-01,1.1839799576e-01,-1.4844415163e-01
2.4400000000e-01,1.1859969629e-01,-1.4865695244e-01
2.4450000000e-01,1.1880113277e-01,-1.4886921452e-01
2.4500000000e-01,1.1900230458e-01,-1.4908093706e-01
2.4550000000e-01,1.1920321108e-01,-1.4929211923e-01
2.4600000000e-01,1.1940385164e-01,-1.4950276021e-01
2.4650000000e-01,1.1960422564e-01,-1.4971285917e-01
2.4700000000e-01,1.1980433243e-01,-1.4992241530e-01
2.4750000000e-01,1.2000417139e-01,-1.5013142778e-01
2.4800000000e-01,1.2020374188e-01,-1.5033989579e-01
2.4850000000e-01,1.2040304328e-01,-1.5054781852e-01
2.4900000000e-01,1.2060207493e-01,-1.5075519516e-01
2.4950000000e-01,1.2080083623e-01,-1.5096202490e-01
2.5000000000e-01,1.2099932651e-01,-1.5116830693e-01
2.5050000000e-01,1.2119754516e-01,-1.5137404044e-01
2.5100000000e-01,1.2139549153e-01,-1.5157922463e-01
2.5150000000e-01,1.2159316499e-01,-1.5178385869e-01
2.5200000000e-01,1.2179056491e-01,-1.5198794182e-01
2.5250000000e-01,1.2198769063e-01,-1.5219147322e-01
2.5300000000e-01,1.2218454154e-01,-1.5239445209e-01
2.5350000000e-01,1.2238111698e-01,-1.5259687764e-01
2.5400000000e-01,1.2257741632e-01,-1.5279874907e-01
2.5450000000e-01,1.2277343892e-01,-1.5300006558e-01
2.5500000000e-01,1.2296918415e-01,-1.5320082638e-01
2.5550000000e-01,1.2316465135e-01,-1.5340103069e-01
2.5600000000e-01,1.2335983989e-01,-1.5360067772e-01
2.5650000000e-01,1.2355474913e-01,-1.5379976668e-01
2.5700000000e-01,1.2374937842e-01,-1.5399829677e-01
2.5750000000e-01,1.2394372713e-01,-1.5419626723e-01
2.5800000000e-01,1.2413779461e-01,-1.5439367727e-01
2.5850000000e-01,1.2433158022e-01,-1.5459052611e-01
2.5900000000e-01,1.2452508331e-01,-1.5478681297e-01
2.5950000000e-01,1.2471830324e-01,-1.5498253708e-01
2.6000000000e-01,1.2491123937e-01,-1.5517769766e-01
2.6050000000e-01,1.2510389105e-01,-1.5537229393e-01
2.6100000000e-01,1.2529625763e-01,-1.5556632513e-01
2.6150000000e-01,1.2548833847e-01,-1.5575979049e-01
2.6200000000e-01,1.2568013293e-01,-1.5595268924e-01
2.6250000000e-01,1.2587164034e-01,-1.5614502062e-01
2.6300000000e-01,1.2606286008e-01,-1.5633678385e-01
2.6350000000e-01,1.2625379148e-01,-1.5652797818e-01
2.6400000000e-01,1.2644443390e-01,-1.5671860285e-01
2.6450000000e-01,1.2663478670e-01,-1.5690865710e-01
2.6500000000e-01,1.2682484921e-01,-1.5709814018e-01
2.6550000000e-01,1.2701462080e-01,-1.5728705131e-01
2.6600000000e-01,1.2720410081e-01,-1.5747538977e-01
2.6650000000e-01,1.2739328859e-01,-1.5766315478e-01
2.6700000000e-01,1.2758218349e-01,-1.5785034561e-01
2.6750000000e-01,1.2777078485e-01,-1.5803696150e-01
2.6800000000e-01,1.2795909203e-01,-1.5822300170e-01
2.6850000000e-01,1.2814710437e-01,-1.5840846548e-01
2.6900000000e-01,1.2833482121e-01,-1.5859335210e-01
2.6950000000e-01,1.2852224191e-01,-1.5877766080e-01
2.7000000000e-01,1.2870936581e-01,-1.5896139085e-01
2.7050000000e-01,1.2889619225e-01,-1.5914454151e-01
2.7100000000e-01,1.2908272058e-01,-1.5932711206e-01
2.7150000000e-01,1.2926895015e-01,-1.5950910174e-01
2.7200000000e-01,1.2945488029e-01,-1.5969050984e-01
2.7250000000e-01,1.2964051034e-01,-1.5987133562e-01
2.7300000000e-01,1.2982583966e-01,-1.6005157836e-01
2.7350000000e-01,1.3001086758e-01,-1.6023123732e-01
2.7400000000e-01,1.3019559345e-01,-1.6041031178e-01
2.7450000000e-01,1.3038001661e-01,-1.6058880103e-01
2.7500000000e-01,1.3056413639e-01,-1.6076670433e-01
2.7550000000e-01,1.3074795213e-01,-1.6094402097e-01
2.7600000000e-01,1.3093146319e-01,-1.6112075024e-01
2.7650000000e-01,1.3111466889e-01,-1.6129689141e-01
2.7700000000e-01,1.3129756857e-01,-1.6147244377e-01
2.7750000000e-01,1.3148016157e-01,-1.6164740662e-01
2.7800000000e-01,1.3166244724e-01,-1.6182177924e-01
2.7850000000e-01,1.3184442490e-01,-1.6199556092e-01
2.7900000000e-01,1.3202609389e-01,-1.6216875096e-01
2.7950000000e-01,1.3220745356e-01,-1.6234134865e-01
2.8000000000e-01,1.3238850323e-01,-1.6251335329e-01
2.8050000000e-01,1.3256924224e-01,-1.6268476418e-01
2.8100000000e-01,1.3274966992e-01,-1.6285558062e-01
2.8150000000e-01,1.3292978561e-01,-1.6302580191e-01
2.8200000000e-01,1.3310958865e-01,-1.6319542736e-01
2.8250000000e-01,1.3328907836e-01,-1.6336445628e-01
2.8300000000e-01,1.3346825408e-01,-1.6353288797e-01
2.8350000000e-01,1.3364711514e-01,-1.6370072174e-01
2.8400000000e-01,1.3382566087e-01,-1.6386795691e-01
2.8450000000e-01,1.3400389060e-01,-1.6403459279e-01
2.8500000000e-01,1.3418180367e-01,-1.6420062870e-01
2.8550000000e-01,1.3435939940e-01,-1.6436606395e-01
2.8600000000e-01,1.3453667713e-01,-1.6453089786e-01
2.8650000000e-01,1.3471363617e-01,-1.6469512976e-01
2.8700000000e-01,1.3489027587e-01,-1.6485875897e-01
2.8750000000e-01,1.3506659555e-01,-1.6502178482e-01
2.8800000000e-01,1.3524259453e-01,-1.6518420662e-01
2.8850000000e-01,1.3541827215e-01,-1.6534602372e-01
2.8900000000e-01,1.3559362773e-01,-1.6550723544e-01
2.8950000000e-01,1.3576866060e-01,-1.6566784112e-01
2.9000000000e-01,1.3594337008e-01,-1.6582784008e-01
2.9050000000e-01,1.3611775549e-01,-1.6598723168e-01
2.9100000000e-01,1.3629181617e-01,-1.6614601523e-01
2.9150000000e-01,1.3646555144e-01,-1.6630419010e-01
2.9200000000e-01,1.3663896061e-01,-1.6646175562e-01
2.9250000000e-01,1.3681204302e-01,-1.6661871113e-01
2.9300000000e-01,1.3698479799e-01,-1.6677505598e-01
2.9350000000e-01,1.3715722483e-01,-1.6693078952e-01
2.9400000000e-01,1.3732932287e-01,-1.6708591110e-01
2.9450000000e-01,1.3750109143e-01,-1.6724042007e-01
2.9500000000e-01,1.3767252984e-01,-1.6739431578e-01
2.9550000000e-01,1.3784363740e-01,-1.6754759760e-01
2.9600000000e-01,1.3801441345e-01,-1.6770026487e-01
2.9650000000e-01,1.3818485730e-01,-1.6785231697e-01
2.9700000000e-01,1.3835496826e-01,-1.6800375325e-01
2.9750000000e-01,1.3852474567e-01,-1.6815457307e-01
2.9800000000e-01,1.3869418883e-01,-1.6830477580e-01
2.9850000000e-01,1.3886329706e-01,-1.6845436081e-01
2.9900000000e-01,1.3903206967e-01,-1.6860332747e-01
2.9950000000e-01,1.3920050600e-01,-1.6875167515e-01
3.0000000000e-01,1.3936860534e-01,-1.6889940322e-01
3.0050000000e-01,1.3953636702e-01,-1.6904651106e-01
3.0100000000e-01,1.3970379035e-01,-1.6919299805e-01
3.0150000000e-01,1.3987087464e-01,-1.6933886356e-01
3.0200000000e-01,1.4003761921e-01,-1.6948410698e-01
3.0250000000e-01,1.4020402338e-01,-1.6962872769e-01
3.0300000000e-01,1.4037008644e-01,-1.6977272508e-01
3.0350000000e-01,1.4053580772e-01,-1.6991609853e-01
3.0400000000e-01,1.4070118653e-01,-1.7005884743e-01
3.0450000000e-01,1.4086622218e-01,-1.7020097118e-01
3.0500000000e-01,1.4103091398e-01,-1.7034246916e-01
3.0550000000e-01,1.4119526123e-01,-1.7048334078e-01
3.0600000000e-01,1.4135926326e-01,-1.7062358542e-01
3.0650000000e-01,1.4152291936e-01,-1.7076320249e-01
3.0700000000e-01,1.4168622885e-01,-1.7090219139e-01
3.0750000000e-01,1.4184919104e-01,-1.7104055153e-01
3.0800000000e-01,1.4201180523e-01,-1.7117828230e-01
3.0850000000e-01,1.4217407072e-01,-1.7131538312e-01
3.0900000000e-01,1.4233598684e-01,-1.7145185339e-01
3.0950000000e-01,1.4249755287e-01,-1.7158769253e-01
3.1000000000e-01,1.4265876814e-01,-1.7172289994e-01
3.1050000000e-01,1.4281963193e-01,-1.7185747505e-01
3.1100000000e-01,1.4298014357e-01,-1.7199141727e-01
3.1150000000e-01,1.4314030234e-01,-1.7212472602e-01
3.1200000000e-01,1.4330010756e-01,-1.7225740072e-01
3.1250000000e-01,1.4345955854e-01,-1.7238944079e-01
3.1300000000e-01,1.4361865456e-01,-1.7252084567e-01
3.1350000000e-01,1.4377739493e-01,-1.7265161477e-01
3.1400000000e-01,1.4393577896e-01,-1.7278174753e-01
3.1450000000e-01,1.4409380595e-01,-1.7291124337e-01
3.1500000000e-01,1.4425147519e-01,-1.7304010174e-01
3.1550000000e-01,1.4440878599e-01,-1.7316832206e-01
3.1600000000e-01,1.4456573765e-01,-1.7329590377e-01
3.1650000000e-01,1.4472232946e-01,-1.7342284632e-01
3.1700000000e-01,1.4487856072e-01,-1.7354914914e-01
3.1750000000e-01,1.4503443074e-01,-1.7367481168e-01
3.1800000000e-01,1.4518993881e-01,-1.7379983338e-01
3.1850000000e-01,1.4534508422e-01,-1.7392421370e-01
3.1900000000e-01,1.4549986628e-01,-1.7404795207e-01
3.1950000000e-01,1.4565428428e-01,-1.7417104796e-01
3.2000000000e-01,1.4580833751e-01,-1.7429350081e-01
3.2050000000e-01,1.4596202527e-01,-1.7441531008e-01
3.2100000000e-01,1.4611534686e-01,-1.7453647523e-01
3.2150000000e-01,1.4626830157e-01,-1.7465699572e-01
3.2200000000e-01,1.4642088869e-01,-1.7477687102e-01
3.2250000000e-01,1.4657310752e-01,-1.7489610057e-01
3.2300000000e-01,1.4672495734e-01,-1.7501468386e-01
3.2350000000e-01,1.4687643746e-01,-1.7513262035e-01
3.2400000000e-01,1.4702754715e-01,-1.7524990951e-01
3.2450000000e-01,1.4717828572e-01,-1.7536655081e-01
3.2500000000e-01,1.4732865246e-01,-1.7548254372e-01
3.2550000000e-01,1.4747864665e-01,-1.7559788773e-01
3.2600000000e-01,1.4762826758e-01,-1.7571258231e-01
3.2650000000e-01,1.4777751454e-01,-1.7582662694e-01
3.2700000000e-01,1.4792638683e-01,-1.7594002110e-01
3.2750000000e-01,1.4807488373e-01,-1.7605276429e-01
3.2800000000e-01,1.4822300452e-01,-1.7616485598e-01
3.2850000000e-01,1.4837074850e-01,-1.7627629566e-01
3.2900000000e-01,1.4851811494e-01,-1.7638708283e-01
3.2950000000e-01,1.4866510315e-01,-1.7649721698e-01
3.3000000000e-01,1.4881171239e-01,-1.7660669760e-01
3.3050000000e-01,1.4895794197e-01,-1.7671552420e-01
3.3100000000e-01,1.4910379115e-01,-1.7682369627e-01
3.3150000000e-01,1.4924925924e-01,-1.7693121330e-01
3.3200000000e-01,1.4939434550e-01,-1.7703807482e-01
3.3250000000e-01,1.4953904923e-01,-1.7714428031e-01
3.3300000000e-01,1.4968336970e-01,-1.7724982930e-01
3.3350000000e-01,1.4982730620e-01,-1.7735472129e-01
3.3400000000e-01,1.4997085800e-01,-1.7745895578e-01
3.3450000000e-01,1.5011402440e-01,-1.7756253231e-01
3.3500000000e-01,1.5025680467e-01,-1.7766545037e-01
3.3550000000e-01,1.5039919810e-01,-1.7776770950e-01
3.3600000000e-01,1.5054120395e-01,-1.7786930920e-01
3.3650000000e-01,1.5068282151e-01,-1.7797024902e-01
3.3700000000e-01,1.5082405006e-01,-1.7807052845e-01
3.3750000000e-01,1.5096488888e-01,-1.7817014705e-01
3.3800000000e-01,1.5110533724e-01,-1.7826910433e-01
3.3850000000e-01,1.5124539443e-01,-1.7836739983e-01
3.3900000000e-01,1.5138505971e-01,-1.7846503307e-01
3.3950000000e-01,1.5152433236e-01,-1.7856200360e-01
3.4000000000e-01,1.5166321167e-01,-1.7865831095e-01
3.4050000000e-01,1.5180169690e-01,-1.7875395467e-01
3.4100000000e-01,1.5193978733e-01,-1.7884893428e-01
3.4150000000e-01,1.5207748224e-01,-1.7894324935e-01
3.4200000000e-01,1.5221478089e-01,-1.7903689941e-01
3.4250000000e-01,1.5235168257e-01,-1.7912988402e-01
3.4300000000e-01,1.5248818653e-01,-1.7922220271e-01
3.4350000000e-01,1.5262429207e-01,-1.7931385506e-01
3.4400000000e-01,1.5275999844e-01,-1.7940484060e-01
3.4450000000e-01,1.5289530492e-01,-1.7949515890e-01
3.4500000000e-01,1.5303021077e-01,-1.7958480952e-01
3.4550000000e-01,1.5316471528e-01,-1.7967379201e-01
3.4600000000e-01,1.5329881771e-01,-1.7976210595e-01
3.4650000000e-01,1.5343251732e-01,-1.7984975090e-01
3.4700000000e-01,1.5356581339e-01,-1.7993672642e-01
3.4750000000e-01,1.5369870519e-01,-1.8002303209e-01
3.4800000000e-01,1.5383119198e-01,-1.8010866747e-01
3.4850000000e-01,1.5396327303e-01,-1.8019363215e-01
3.4900000000e-01,1.5409494760e-01,-1.8027792569e-01
3.4950000000e-01,1.5422621497e-01,-1.8036154768e-01
3.5000000000e-01,1.5435707440e-01,-1.8044449770e-01
3.5050000000e-01,1.5448752515e-01,-1.8052677533e-01
3.5100000000e-01,1.5461756649e-01,-1.8060838016e-01
3.5150000000e-01,1.5474719769e-01,-1.8068931177e-01
3.5200000000e-01,1.5487641800e-01,-1.8076956976e-01
3.5250000000e-01,1.5500522669e-01,-1.8084915371e-01
3.5300000000e-01,1.5513362302e-01,-1.8092806322e-01
3.5350000000e-01,1.5526160626e-01,-1.8100629789e-01
3.5400000000e-01,1.5538917566e-01,-1.8108385731e-01
3.5450000000e-01,1.5551633049e-01,-1.8116074108e-01
3.5500000000e-01,1.5564307002e-01,-1.8123694882e-01
3.5550000000e-01,1.5576939349e-01,-1.8131248012e-01
3.5600000000e-01,1.5589530017e-01,-1.8138733459e-01
3.5650000000e-01,1.5602078931e-01,-1.8146151183e-01
3.5700000000e-01,1.5614586019e-01,-1.8153501147e-01
3.5750000000e-01,1.5627051205e-01,-1.8160783312e-01
3.5800000000e-01,1.5639474415e-01,-1.8167997639e-01
3.5850000000e-01,1.5651855575e-01,-1.8175144089e-01
3.5900000000e-01,1.5664194612e-01,-1.8182222626e-01
3.5950000000e-01,1.5676491449e-01,-1.8189233211e-01
3.6000000000e-01,1.5688746013e-01,-1.8196175808e-01
3.6050000000e-01,1.5700958230e-01,-1.8203050377e-01
3.6100000000e-01,1.5713128025e-01,-1.8209856884e-01
3.6150000000e-01,1.5725255324e-01,-1.8216595290e-01
3.6200000000e-01,1.5737340051e-01,-1.8223265559e-01
3.6250000000e-01,1.5749382132e-01,-1.8229867655e-01
3.6300000000e-01,1.5761381493e-01,-1.8236401541e-01
3.6350000000e-01,1.5773338058e-01,-1.8242867182e-01
3.6400000000e-01,1.5785251754e-01,-1.8249264543e-01
3.6450000000e-01,1.5797122504e-01,-1.8255593586e-01
3.6500000000e-01,1.5808950235e-01,-1.8261854278e-01
3.6550000000e-01,1.5820734870e-01,-1.8268046583e-01
3.6600000000e-01,1.5832476336e-01,-1.8274170467e-01
3.6650000000e-01,1.5844174557e-01,-1.8280225894e-01
3.6700000000e-01,1.5855829458e-01,-1.8286212831e-01
3.6750000000e-01,1.5867440964e-01,-1.8292131244e-01
3.6800000000e-01,1.5879008999e-01,-1.8297981097e-01
3.6850000000e-01,1.5890533489e-01,-1.8303762359e-01
3.6900000000e-01,1.5902014358e-01,-1.8309474994e-01
3.6950000000e-01,1.5913451531e-01,-1.8315118971e-01
3.7000000000e-01,1.5924844932e-01,-1.8320694256e-01
3.7050000000e-01,1.5936194486e-01,-1.8326200816e-01
3.7100000000e-01,1.5947500118e-01,-1.8331638619e-01
3.7150000000e-01,1.5958761752e-01,-1.8337007633e-01
3.7200000000e-01,1.5969979311e-01,-1.8342307825e-01
3.7250000000e-01,1.5981152722e-01,-1.8347539163e-01
3.7300000000e-01,1.5992281908e-01,-1.8352701617e-01
3.7350000000e-01,1.6003366792e-01,-1.8357795153e-01
3.7400000000e-01,1.6014407301e-01,-1.8362819743e-01
3.7450000000e-01,1.6025403357e-01,-1.8367775353e-01
3.7500000000e-01,1.6036354884e-01,-1.8372661954e-01
3.7550000000e-01,1.6047261808e-01,-1.8377479516e-01
3.7600000000e-01,1.6058124051e-01,-1.8382228007e-01
3.7650000000e-01,1.6068941538e-01,-1.8386907398e-01
3.7700000000e-01,1.6079714193e-01,-1.8391517659e-01
3.7750000000e-01,1.6090441940e-01,-1.8396058760e-01
3.7800000000e-01,1.6101124702e-01,-1.8400530673e-01
3.7850000000e-01,1.6111762403e-01,-1.8404933368e-01
3.7900000000e-01,1.6122354968e-01,-1.8409266816e-01
3.7950000000e-01,1.6132902319e-01,-1.8413530988e-01
3.8000000000e-01,1.6143404380e-01,-1.8417725857e-01
3.8050000000e-01,1.6153861075e-01,-1.8421851393e-01
3.8100000000e-01,1.6164272327e-01,-1.8425907569e-01
3.8150000000e-01,1.6174638061e-01,-1.8429894358e-01
3.8200000000e-01,1.6184958198e-01,-1.8433811731e-01
3.8250000000e-01,1.6195232664e-01,-1.8437659662e-01
3.8300000000e-01,1.6205461380e-01,-1.8441438123e-01
3.8350000000e-01,1.6215644271e-01,-1.8445147087e-01
3.8400000000e-01,1.6225781260e-01,-1.8448786529e-01
3.8450000000e-01,1.6235872269e-01,-1.8452356421e-01
3.8500000000e-01,1.6245917222e-01,-1.8455856738e-01
3.8550000000e-01,1.6255916042e-01,-1.8459287454e-01
3.8600000000e-01,1.6265868653e-01,-1.8462648543e-01
3.8650000000e-01,1.6275774976e-01,-1.8465939979e-01
3.8700000000e-01,1.6285634936e-01,-1.8469161738e-01
3.8750000000e-01,1.6295448454e-01,-1.8472313794e-01
3.8800000000e-01,1.6305215454e-01,-1.8475396124e-01
3.8850000000e-01,1.6314935859e-01,-1.8478408701e-01
3.8900000000e-01,1.6324609592e-01,-1.8481351503e-01
3.8950000000e-01,1.6334236574e-01,-1.8484224505e-01
3.9000000000e-01,1.6343816730e-01,-1.8487027683e-01
3.9050000000e-01,1.6353349980e-01,-1.8489761014e-01
3.9100000000e-01,1.6362836249e-01,-1.8492424475e-01
3.9150000000e-01,1.6372275458e-01,-1.8495018042e-01
3.9200000000e-01,1.6381667530e-01,-1.8497541693e-01
3.9250000000e-01,1.6391012387e-01,-1.8499995404e-01
3.9300000000e-01,1.6400309953e-01,-1.8502379155e-01
3.9350000000e-01,1.6409560148e-01,-1.8504692922e-01
3.9400000000e-01,1.6418762896e-01,-1.8506936683e-01
3.9450000000e-01,1.6427918118e-01,-1.8509110418e-01
3.9500000000e-01,1.6437025737e-01,-1.8511214104e-01
3.9550000000e-01,1.6446085675e-01,-1.8513247721e-01
3.9600000000e-01,1.6455097855e-01,-1.8515211247e-01
3.9650000000e-01,1.6464062197e-01,-1.8517104661e-01
3.9700000000e-01,1.6472978624e-01,-1.8518927944e-01
3.9750000000e-01,1.6481847058e-01,-1.8520681076e-01
3.9800000000e-01,1.6490667421e-01,-1.8522364035e-01
3.9850000000e-01,1.6499439635e-01,-1.8523976802e-01
3.9900000000e-01,1.6508163622e-01,-1.8525519358e-01
3.9950000000e-01,1.6516839303e-01,-1.8526991684e-01
4.0000000000e-01,1.6525466600e-01,-1.8528393760e-01
4.0050000000e-01,1.6534045434e-01,-1.8529725568e-01
4.0100000000e-01,1.6542575728e-01,-1.8530987089e-01
4.0150000000e-01,1.6551057403e-01,-1.8532178304e-01
4.0200000000e-01,1.6559490380e-01,-1.8533299196e-01
4.0250000000e-01,1.6567874580e-01,-1.8534349747e-01
4.0300000000e-01,1.6576209927e-01,-1.8535329939e-01
4.0350000000e-01,1.6584496339e-01,-1.8536239755e-01
4.0400000000e-01,1.6592733740e-01,-1.8537079178e-01
4.0450000000e-01,1.6600922050e-01,-1.8537848190e-01
4.0500000000e-01,1.6609061190e-01,-1.8538546775e-01
4.0550000000e-01,1.6617151082e-01,-1.8539174917e-01
4.0600000000e-01,1.6625191647e-01,-1.8539732600e-01
4.0650000000e-01,1.6633182806e-01,-1.8540219807e-01
4.0700000000e-01,1.6641124479e-01,-1.8540636523e-01
4.0750000000e-01,1.6649016589e-01,-1.8540982732e-01
4.0800000000e-01,1.6656859055e-01,-1.8541258420e-01
4.0850000000e-01,1.6664651799e-01,-1.8541463571e-01
4.0900000000e-01,1.6672394742e-01,-1.8541598170e-01
4.0950000000e-01,1.6680087804e-01,-1.8541662203e-01
4.1000000000e-01,1.6687730906e-01,-1.8541655656e-01
4.1050000000e-01,1.6695323969e-01,-1.8541578515e-01
4.1100000000e-01,1.6702866913e-01,-1.8541430766e-01
4.1150000000e-01,1.6710359660e-01,-1.8541212395e-01
4.1200000000e-01,1.6717802129e-01,-1.8540923389e-01
4.1250000000e-01,1.6725194241e-01,-1.8540563736e-01
4.1300000000e-01,1.6732535917e-01,-1.8540133421e-01
4.1350000000e-01,1.6739827077e-01,-1.8539632434e-01
4.1400000000e-01,1.6747067642e-01,-1.8539060761e-01
4.1450000000e-01,1.6754257531e-01,-1.8538418390e-01
4.1500000000e-01,1.6761396665e-01,-1.8537705310e-01
4.1550000000e-01,1.6768484965e-01,-1.8536921508e-01
4.1600000000e-01,1.6775522350e-01,-1.8536066975e-01
4.1650000000e-01,1.6782508740e-01,-1.8535141697e-01
4.1700000000e-01,1.6789444056e-01,-1.8534145666e-01
4.1750000000e-01,1.6796328218e-01,-1.8533078869e-01
4.1800000000e-01,1.6803161146e-01,-1.8531941298e-01
4.1850000000e-01,1.6809942759e-01,-1.8530732940e-01
4.1900000000e-01,1.6816672978e-01,-1.8529453788e-01
4.1950000000e-01,1.6823351722e-01,-1.8528103830e-01
4.2000000000e-01,1.6829978912e-01,-1.8526683058e-01
4.2050000000e-01,1.6836554466e-01,-1.8525191463e-01
4.2100000000e-01,1.6843078305e-01,-1.8523629035e-01
4.2150000000e-01,1.6849550348e-01,-1.8521995766e-01
4.2200000000e-01,1.6855970515e-01,-1.8520291648e-01
4.2250000000e-01,1.6862338726e-01,-1.8518516672e-01
4.2300000000e-01,1.6868654900e-01,-1.8516670831e-01
4.2350000000e-01,1.6874918956e-01,-1.8514754116e-01
4.2400000000e-01,1.6881130814e-01,-1.8512766521e-01
4.2450000000e-01,1.6887290394e-01,-1.8510708038e-01
4.2500000000e-01,1.6893397614e-01,-1.8508578660e-01
4.2550000000e-01,1.6899452394e-01,-1.8506378380e-01
4.2600000000e-01,1.6905454653e-01,-1.8504107193e-01
4.2650000000e-01,1.6911404311e-01,-1.8501765092e-01
4.2700000000e-01,1.6917301286e-01,-1.8499352071e-01
4.2750000000e-01,1.6923145497e-01,-1.8496868124e-01
4.2800000000e-01,1.6928936864e-01,-1.8494313246e-01
4.2850000000e-01,1.6934675306e-01,-1.8491687431e-01
4.2900000000e-01,1.6940360741e-01,-1.8488990675e-01
4.2950000000e-01,1.6945993089e-01,-1.8486222973e-01
4.3000000000e-01,1.6951572268e-01,-1.8483384321e-01
4.3050000000e-01,1.6957098197e-01,-1.8480474714e-01
4.3100000000e-01,1.6962570795e-01,-1.8477494148e-01
4.3150000000e-01,1.6967989981e-01,-1.8474442620e-01
4.3200000000e-01,1.6973355672e-01,-1.8471320126e-01
