lambda_over_k0,re_d_tm,im_d_tm
2.2350000000e-01,-2.6704834195e+03,1.0214140461e+03
2.2400000000e-01,-2.6699252301e+03,1.0212937601e+03
2.2450000000e-01,-2.6693659841e+03,1.0211731911e+03
2.2500000000e-01,-2.6688056825e+03,1.0210523390e+03
2.2550000000e-01,-2.6682443265e+03,1.0209312037e+03
2.2600000000e-01,-2.6676819173e+03,1.0208097850e+03
2.2650000000e-01,-2.6671184561e+03,1.0206880830e+03
2.2700000000e-01,-2.6665539441e+03,1.0205660974e+03
2.2750000000e-01,-2.6659883824e+03,1.0204438283e+03
2.2800000000e-01,-2.6654217723e+03,1.0203212754e+03
2.2850000000e-01,-2.6648541149e+03,1.0201984386e+03
2.2900000000e-01,-2.6642854114e+03,1.0200753180e+03
2.2950000000e-01,-2.6637156631e+03,1.0199519133e+03
2.3000000000e-01,-2.6631448710e+03,1.0198282245e+03
2.3050000000e-01,-2.6625730365e+03,1.0197042515e+03
2.3100000000e-01,-2.6620001606e+03,1.0195799941e+03
2.3150000000e-01,-2.6614262447e+03,1.0194554523e+03
2.3200000000e-01,-2.6608512898e+03,1.0193306259e+03
2.3250000000e-01,-2.6602752973e+03,1.0192055149e+03
2.3300000000e-01,-2.6596982682e+03,1.0190801192e+03
2.3350000000e-01,-2.6591202038e+03,1.0189544386e+03
2.3400000000e-01,-2.6585411054e+03,1.0188284730e+03
2.3450000000e-01,-2.6579609740e+03,1.0187022223e+03
2.3500000000e-01,-2.6573798110e+03,1.0185756865e+03
2.3550000000e-01,-2.6567976175e+03,1.0184488653e+03
2.3600000000e-01,-2.6562143948e+03,1.0183217588e+03
2.3650000000e-01,-2.6556301440e+03,1.0181943668e+03
2.3700000000e-01,-2.6550448664e+03,1.0180666892e+03
2.3750000000e-01,-2.6544585631e+03,1.0179387259e+03
2.3800000000e-01,-2.6538712355e+03,1.0178104767e+03
2.3850000000e-01,-2.6532828846e+03,1.0176819417e+03
2.3900000000e-01,-2.6526935119e+03,1.0175531206e+03
2.3950000000e-01,-2.6521031183e+03,1.0174240133e+03
2.4000000000e-01,-2.6515117053e+03,1.0172946198e+03
2.4050000000e-01,-2.6509192740e+03,1.0171649400e+03
2.4100000000e-01,-2.6503258256e+03,1.0170349736e+03
2.4150000000e-01,-2.6497313613e+03,1.0169047207e+03
2.4200000000e-01,-2.6491358825e+03,1.0167741811e+03
2.4250000000e-01,-2.6485393902e+03,1.0166433547e+03
2.4300000000e-01,-2.6479418858e+03,1.0165122413e+03
2.4350000000e-01,-2.6473433705e+03,1.0163808410e+03
2.4400000000e-01,-2.6467438455e+03,1.0162491535e+03
2.4450000000e-01,-2.6461433120e+03,1.0161171788e+03
2.4500000000e-01,-2.6455417714e+03,1.0159849167e+03
2.4550000000e-01,-2.6449392247e+03,1.0158523671e+03
2.4600000000e-01,-2.6443356733e+03,1.0157195300e+03
2.4650000000e-01,-2.6437311185e+03,1.0155864051e+03
2.4700000000e-01,-2.6431255613e+03,1.0154529925e+03
2.4750000000e-01,-2.6425190032e+03,1.0153192919e+03
2.4800000000e-01,-2.6419114452e+03,1.0151853033e+03
2.4850000000e-01,-2.6413028888e+03,1.0150510265e+03
2.4900000000e-01,-2.6406933351e+03,1.0149164615e+03
2.4950000000e-01,-2.6400827853e+03,1.0147816080e+03
2.5000000000e-01,-2.6394712408e+03,1.0146464661e+03
2.5050000000e-01,-2.6388587028e+03,1.0145110356e+03
2.5100000000e-01,-2.6382451724e+03,1.0143753164e+03
2.5150000000e-01,-2.6376306511e+03,1.0142393083e+03
2.5200000000e-01,-2.6370151400e+03,1.0141030112e+03
2.5250000000e-01,-2.6363986404e+03,1.0139664251e+03
2.5300000000e-01,-2.6357811535e+03,1.0138295498e+03
2.5350000000e-01,-2.6351626806e+03,1.0136923852e+03
2.5400000000e-01,-2.6345432230e+03,1.0135549311e+03
2.5450000000e-01,-2.6339227819e+03,1.0134171875e+03
2.5500000000e-01,-2.6333013587e+03,1.0132791543e+03
2.5550000000e-01,-2.6326789544e+03,1.0131408312e+03
2.5600000000e-01,-2.6320555705e+03,1.0130022183e+03
2.5650000000e-01,-2.6314312082e+03,1.0128633154e+03
2.5700000000e-01,-2.6308058687e+03,1.0127241223e+03
2.5750000000e-01,-2.6301795533e+03,1.0125846389e+03
2.5800000000e-01,-2.6295522634e+03,1.0124448652e+03
2.5850000000e-01,-2.6289240000e+03,1.0123048010e+03
2.5900000000e-01,-2.6282947647e+03,1.0121644461e+03
2.5950000000e-01,-2.6276645585e+03,1.0120238006e+03
2.6000000000e-01,-2.6270333828e+03,1.0118828641e+03
2.6050000000e-01,-2.6264012388e+03,1.0117416367e+03
2.6100000000e-01,-2.6257681279e+03,1.0116001182e+03
2.6150000000e-01,-2.6251340513e+03,1.0114583084e+03
2.6200000000e-01,-2.6244990103e+03,1.0113162073e+03
2.6250000000e-01,-2.6238630062e+03,1.0111738148e+03
2.6300000000e-01,-2.6232260402e+03,1.0110311306e+03
2.6350000000e-01,-2.6225881136e+03,1.0108881547e+03
2.6400000000e-01,-2.6219492278e+03,1.0107448870e+03
2.6450000000e-01,-2.6213093839e+03,1.0106013273e+03
2.6500000000e-01,-2.6206685834e+03,1.0104574755e+03
2.6550000000e-01,-2.6200268274e+03,1.0103133315e+03
2.6600000000e-01,-2.6193841173e+03,1.0101688952e+03
2.6650000000e-01,-2.6187404543e+03,1.0100241664e+03
2.6700000000e-01,-2.6180958398e+03,1.0098791450e+03
2.6750000000e-01,-2.6174502750e+03,1.0097338309e+03
2.6800000000e-01,-2.6168037612e+03,1.0095882239e+03
2.6850000000e-01,-2.6161562997e+03,1.0094423240e+03
2.6900000000e-01,-2.6155078919e+03,1.0092961310e+03
2.6950000000e-01,-2.6148585389e+03,1.0091496448e+03
2.7000000000e-01,-2.6142082422e+03,1.0090028652e+03
2.7050000000e-01,-2.6135570030e+03,1.0088557921e+03
2.7100000000e-01,-2.6129048226e+03,1.0087084254e+03
2.7150000000e-01,-2.6122517022e+03,1.0085607650e+03
2.7200000000e-01,-2.6115976433e+03,1.0084128107e+03
2.7250000000e-01,-2.6109426471e+03,1.0082645624e+03
2.7300000000e-01,-2.6102867149e+03,1.0081160200e+03
2.7350000000e-01,-2.6096298480e+03,1.0079671833e+03
2.7400000000e-01,-2.6089720477e+03,1.0078180523e+03
2.7450000000e-01,-2.6083133154e+03,1.0076686267e+03
2.7500000000e-01,-2.6076536522e+03,1.0075189065e+03
2.7550000000e-01,-2.6069930596e+03,1.0073688915e+03
2.7600000000e-01,-2.6063315389e+03,1.0072185816e+03
2.7650000000e-01,-2.6056690913e+03,1.0070679766e+03
2.7700000000e-01,-2.6050057182e+03,1.0069170765e+03
2.7750000000e-01,-2.6043414208e+03,1.0067658811e+03
2.7800000000e-01,-2.6036762006e+03,1.0066143902e+03
2.7850000000e-01,-2.6030100587e+03,1.0064626037e+03
2.7900000000e-01,-2.6023429966e+03,1.0063105216e+03
2.7950000000e-01,-2.6016750155e+03,1.0061581436e+03
2.8000000000e-01,-2.6010061168e+03,1.0060054696e+03
2.8050000000e-01,-2.6003363017e+03,1.0058524995e+03
2.8100000000e-01,-2.5996655716e+03,1.0056992332e+03
2.8150000000e-01,-2.5989939279e+03,1.0055456705e+03
2.8200000000e-01,-2.5983213717e+03,1.0053918112e+03
2.8250000000e-01,-2.5976479045e+03,1.0052376553e+03
2.8300000000e-01,-2.5969735276e+03,1.0050832026e+03
2.8350000000e-01,-2.5962982423e+03,1.0049284530e+03
2.8400000000e-01,-2.5956220499e+03,1.0047734064e+03
2.8450000000e-01,-2.5949449517e+03,1.0046180625e+03
2.8500000000e-01,-2.5942669491e+03,1.0044624213e+03
2.8550000000e-01,-2.5935880434e+03,1.0043064826e+03
2.8600000000e-01,-2.5929082359e+03,1.0041502463e+03
2.8650000000e-01,-2.5922275280e+03,1.0039937122e+03
2.8700000000e-01,-2.5915459209e+03,1.0038368802e+03
2.8750000000e-01,-2.5908634161e+03,1.0036797502e+03
2.8800000000e-01,-2.5901800148e+03,1.0035223221e+03
2.8850000000e-01,-2.5894957184e+03,1.0033645956e+03
2.8900000000e-01,-2.5888105281e+03,1.0032065706e+03
2.8950000000e-01,-2.5881244455e+03,1.0030482471e+03
2.9000000000e-01,-2.5874374716e+03,1.0028896248e+03
2.9050000000e-01,-2.5867496080e+03,1.0027307037e+03
2.9100000000e-01,-2.5860608560e+03,1.0025714835e+03
2.9150000000e-01,-2.5853712168e+03,1.0024119641e+03
2.9200000000e-01,-2.5846806918e+03,1.0022521455e+03
2.9250000000e-01,-2.5839892824e+03,1.0020920274e+03
2.9300000000e-01,-2.5832969899e+03,1.0019316097e+03
2.9350000000e-01,-2.5826038157e+03,1.0017708922e+03
2.9400000000e-01,-2.5819097610e+03,1.0016098749e+03
2.9450000000e-01,-2.5812148272e+03,1.0014485576e+03
2.9500000000e-01,-2.5805190157e+03,1.0012869400e+03
2.9550000000e-01,-2.5798223277e+03,1.0011250222e+03
2.9600000000e-01,-2.5791247648e+03,1.0009628039e+03
2.9650000000e-01,-2.5784263281e+03,1.0008002850e+03
2.9700000000e-01,-2.5777270190e+03,1.0006374653e+03
2.9750000000e-01,-2.5770268389e+03,1.0004743448e+03
2.9800000000e-01,-2.5763257892e+03,1.0003109231e+03
2.9850000000e-01,-2.5756238711e+03,1.0001472003e+03
2.9900000000e-01,-2.5749210861e+03,9.9998317617e+02
2.9950000000e-01,-2.5742174354e+03,9.9981885052e+02
3.0000000000e-01,-2.5735129204e+03,9.9965422322e+02
3.0050000000e-01,-2.5728075425e+03,9.9948929413e+02
3.0100000000e-01,-2.5721013030e+03,9.9932406310e+02
3.0150000000e-01,-2.5713942033e+03,9.9915852998e+02
3.0200000000e-01,-2.5706862448e+03,9.9899269462e+02
3.0250000000e-01,-2.5699774286e+03,9.9882655686e+02
3.0300000000e-01,-2.5692677564e+03,9.9866011657e+02
3.0350000000e-01,-2.5685572293e+03,9.9849337358e+02
3.0400000000e-01,-2.5678458487e+03,9.9832632774e+02
3.0450000000e-01,-2.5671336161e+03,9.9815897891e+02
3.0500000000e-01,-2.5664205327e+03,9.9799132693e+02
3.0550000000e-01,-2.5657065999e+03,9.9782337164e+02
3.0600000000e-01,-2.5649918191e+03,9.9765511290e+02
3.0650000000e-01,-2.5642761915e+03,9.9748655055e+02
3.0700000000e-01,-2.5635597187e+03,9.9731768444e+02
3.0750000000e-01,-2.5628424019e+03,9.9714851441e+02
3.0800000000e-01,-2.5621242425e+03,9.9697904030e+02
3.0850000000e-01,-2.5614052419e+03,9.9680926197e+02
3.0900000000e-01,-2.5606854014e+03,9.9663917926e+02
3.0950000000e-01,-2.5599647224e+03,9.9646879201e+02
3.1000000000e-01,-2.5592432062e+03,9.9629810006e+02
3.1050000000e-01,-2.5585208542e+03,9.9612710326e+02
3.1100000000e-01,-2.5577976679e+03,9.9595580145e+02
3.1150000000e-01,-2.5570736484e+03,9.9578419448e+02
3.1200000000e-01,-2.5563487972e+03,9.9561228218e+02
3.1250000000e-01,-2.5556231157e+03,9.9544006440e+02
3.1300000000e-01,-2.5548966053e+03,9.9526754098e+02
3.1350000000e-01,-2.5541692672e+03,9.9509471176e+02
3.1400000000e-01,-2.5534411029e+03,9.9492157658e+02
3.1450000000e-01,-2.5527121137e+03,9.9474813528e+02
3.1500000000e-01,-2.5519823011e+03,9.9457438770e+02
3.1550000000e-01,-2.5512516663e+03,9.9440033369e+02
3.1600000000e-01,-2.5505202107e+03,9.9422597307e+02
3.1650000000e-01,-2.5497879357e+03,9.9405130569e+02
3.1700000000e-01,-2.5490548427e+03,9.9387633139e+02
3.1750000000e-01,-2.5483209331e+03,9.9370105000e+02
3.1800000000e-01,-2.5475862082e+03,9.9352546137e+02
3.1850000000e-01,-2.5468506693e+03,9.9334956532e+02
3.1900000000e-01,-2.5461143179e+03,9.9317336170e+02
3.1950000000e-01,-2.5453771554e+03,9.9299685034e+02
3.2000000000e-01,-2.5446391831e+03,9.9282003108e+02
3.2050000000e-01,-2.5439004023e+03,9.9264290375e+02
3.2100000000e-01,-2.5431608145e+03,9.9246546819e+02
3.2150000000e-01,-2.5424204210e+03,9.9228772423e+02
3.2200000000e-01,-2.5416792232e+03,9.9210967171e+02
3.2250000000e-01,-2.5409372225e+03,9.9193131046e+02
3.2300000000e-01,-2.5401944202e+03,9.9175264032e+02
3.2350000000e-01,-2.5394508178e+03,9.9157366111e+02
3.2400000000e-01,-2.5387064166e+03,9.9139437267e+02
3.2450000000e-01,-2.5379612179e+03,9.9121477484e+02
3.2500000000e-01,-2.5372152232e+03,9.9103486744e+02
3.2550000000e-01,-2.5364684339e+03,9.9085465030e+02
3.2600000000e-01,-2.5357208512e+03,9.9067412326e+02
3.2650000000e-01,-2.5349724767e+03,9.9049328615e+02
3.2700000000e-01,-2.5342233116e+03,9.9031213880e+02
3.2750000000e-01,-2.5334733574e+03,9.9013068103e+02
3.2800000000e-01,-2.5327226154e+03,9.8994891268e+02
3.2850000000e-01,-2.5319710870e+03,9.8976683357e+02
3.2900000000e-01,-2.5312187736e+03,9.8958444353e+02
3.2950000000e-01,-2.5304656766e+03,9.8940174240e+02
3.3000000000e-01,-2.5297117973e+03,9.8921873000e+02
3.3050000000e-01,-2.5289571371e+03,9.8903540615e+02
3.3100000000e-01,-2.5282016975e+03,9.8885177069e+02
3.3150000000e-01,-2.5274454798e+03,9.8866782343e+02
3.3200000000e-01,-2.5266884853e+03,9.8848356422e+02
3.3250000000e-01,-2.5259307155e+03,9.8829899286e+02
3.3300000000e-01,-2.5251721718e+03,9.8811410919e+02
3.3350000000e-01,-2.5244128555e+03,9.8792891303e+02
3.3400000000e-01,-2.5236527680e+03,9.8774340420e+02
3.3450000000e-01,-2.5228919107e+03,9.8755758253e+02
3.3500000000e-01,-2.5221302849e+03,9.8737144785e+02
3.3550000000e-01,-2.5213678922e+03,9.8718499997e+02
3.3600000000e-01,-2.5206047338e+03,9.8699823871e+02
3.3650000000e-01,-2.5198408111e+03,9.8681116391e+02
3.3700000000e-01,-2.5190761256e+03,9.8662377538e+02
3.3750000000e-01,-2.5183106785e+03,9.8643607294e+02
3.3800000000e-01,-2.5175444714e+03,9.8624805641e+02
3.3850000000e-01,-2.5167775055e+03,9.8605972562e+02
3.3900000000e-01,-2.5160097823e+03,9.8587108038e+02
3.3950000000e-01,-2.5152413032e+03,9.8568212051e+02
3.4000000000e-01,-2.5144720695e+03,9.8549284584e+02
3.4050000000e-01,-2.5137020826e+03,9.8530325617e+02
3.4100000000e-01,-2.5129313440e+03,9.8511335134e+02
3.4150000000e-01,-2.5121598549e+03,9.8492313115e+02
3.4200000000e-01,-2.5113876169e+03,9.8473259542e+02
3.4250000000e-01,-2.5106146312e+03,9.8454174398e+02
3.4300000000e-01,-2.5098408993e+03,9.8435057663e+02
3.4350000000e-01,-2.5090664225e+03,9.8415909319e+02
3.4400000000e-01,-2.5082912023e+03,9.8396729349e+02
3.4450000000e-01,-2.5075152401e+03,9.8377517732e+02
3.4500000000e-01,-2.5067385371e+03,9.8358274452e+02
3.4550000000e-01,-2.5059610949e+03,9.8338999488e+02
3.4600000000e-01,-2.5051829148e+03,9.8319692823e+02
3.4650000000e-01,-2.5044039982e+03,9.8300354438e+02
3.4700000000e-01,-2.5036243465e+03,9.8280984314e+02
3.4750000000e-01,-2.5028439610e+03,9.8261582433e+02
3.4800000000e-01,-2.5020628433e+03,9.8242148775e+02
3.4850000000e-01,-2.5012809945e+03,9.8222683321e+02
3.4900000000e-01,-2.5004984163e+03,9.8203186054e+02
3.4950000000e-01,-2.4997151098e+03,9.8183656953e+02
3.5000000000e-01,-2.4989310766e+03,9.8164096000e+02
3.5050000000e-01,-2.4981463180e+03,9.8144503176e+02
3.5100000000e-01,-2.4973608355e+03,9.8124878462e+02
3.5150000000e-01,-2.4965746303e+03,9.8105221838e+02
3.5200000000e-01,-2.4957877040e+03,9.8085533286e+02
3.5250000000e-01,-2.4950000578e+03,9.8065812786e+02
3.5300000000e-01,-2.4942116932e+03,9.8046060318e+02
3.5350000000e-01,-2.4934226116e+03,9.8026275864e+02
3.5400000000e-01,-2.4926328143e+03,9.8006459405e+02
3.5450000000e-01,-2.4918423028e+03,9.7986610920e+02
3.5500000000e-01,-2.4910510785e+03,9.7966730390e+02
3.5550000000e-01,-2.4902591427e+03,9.7946817797e+02
3.5600000000e-01,-2.4894664968e+03,9.7926873119e+02
3.5650000000e-01,-2.4886731423e+03,9.7906896338e+02
3.5700000000e-01,-2.4878790804e+03,9.7886887434e+02
3.5750000000e-01,-2.4870843127e+03,9.7866846387e+02
3.5800000000e-01,-2.4862888405e+03,9.7846773178e+02
3.5850000000e-01,-2.4854926652e+03,9.7826667787e+02
3.5900000000e-01,-2.4846957882e+03,9.7806530193e+02
3.5950000000e-01,-2.4838982109e+03,9.7786360377e+02
3.6000000000e-01,-2.4830999347e+03,9.7766158320e+02
3.6050000000e-01,-2.4823009609e+03,9.7745924000e+02
3.6100000000e-01,-2.4815012910e+03,9.7725657398e+02
3.6150000000e-01,-2.4807009263e+03,9.7705358495e+02
3.6200000000e-01,-2.4798998683e+03,9.7685027269e+02
3.6250000000e-01,-2.4790981184e+03,9.7664663700e+02
3.6300000000e-01,-2.4782956778e+03,9.7644267769e+02
3.6350000000e-01,-2.4774925481e+03,9.7623839455e+02
3.6400000000e-01,-2.4766887307e+03,9.7603378738e+02
3.6450000000e-01,-2.4758842268e+03,9.7582885597e+02
3.6500000000e-01,-2.4750790380e+03,9.7562360012e+02
3.6550000000e-01,-2.4742731655e+03,9.7541801963e+02
3.6600000000e-01,-2.4734666109e+03,9.7521211428e+02
3.6650000000e-01,-2.4726593754e+03,9.7500588388e+02
3.6700000000e-01,-2.4718514606e+03,9.7479932821e+02
3.6750000000e-01,-2.4710428677e+03,9.7459244707e+02
3.6800000000e-01,-2.4702335981e+03,9.7438524026e+02
3.6850000000e-01,-2.4694236534e+03,9.7417770756e+02
3.6900000000e-01,-2.4686130347e+03,9.7396984877e+02
3.6950000000e-01,-2.4678017437e+03,9.7376166368e+02
3.7000000000e-01,-2.4669897816e+03,9.7355315207e+02
3.7050000000e-01,-2.4661771498e+03,9.7334431374e+02
3.7100000000e-01,-2.4653638497e+03,9.7313514848e+02
3.7150000000e-01,-2.4645498827e+03,9.7292565608e+02
3.7200000000e-01,-2.4637352503e+03,9.7271583633e+02
3.7250000000e-01,-2.4629199538e+03,9.7250568901e+02
3.7300000000e-01,-2.4621039945e+03,9.7229521391e+02
3.7350000000e-01,-2.4612873740e+03,9.7208441082e+02
3.7400000000e-01,-2.4604700935e+03,9.7187327952e+02
3.7450000000e-01,-2.4596521545e+03,9.7166181981e+02
3.7500000000e-01,-2.4588335584e+03,9.7145003146e+02
3.7550000000e-01,-2.4580143065e+03,9.7123791427e+02
3.7600000000e-01,-2.4571944003e+03,9.7102546801e+02
3.7650000000e-01,-2.4563738411e+03,9.7081269248e+02
3.7700000000e-01,-2.4555526303e+03,9.7059958744e+02
3.7750000000e-01,-2.4547307694e+03,9.7038615270e+02
3.7800000000e-01,-2.4539082597e+03,9.7017238802e+02
3.7850000000e-01,-2.4530851025e+03,9.6995829320e+02
3.7900000000e-01,-2.4522612994e+03,9.6974386800e+02
3.7950000000e-01,-2.4514368517e+03,9.6952911222e+02
3.8000000000e-01,-2.4506117607e+03,9.6931402564e+02
3.8050000000e-01,-2.4497860279e+03,9.6909860802e+02
3.8100000000e-01,-2.4489596547e+03,9.6888285916e+02
3.8150000000e-01,-2.4481326424e+03,9.6866677883e+02
3.8200000000e-01,-2.4473049925e+03,9.6845036681e+02
3.8250000000e-01,-2.4464767063e+03,9.6823362288e+02
3.8300000000e-01,-2.4456477852e+03,9.6801654681e+02
3.8350000000e-01,-2.4448182306e+03,9.6779913838e+02
3.8400000000e-01,-2.4439880439e+03,9.6758139737e+02
3.8450000000e-01,-2.4431572265e+03,9.6736332355e+02
3.8500000000e-01,-2.4423257798e+03,9.6714491670e+02
3.8550000000e-01,-2.4414937051e+03,9.6692617659e+02
3.8600000000e-01,-2.4406610039e+03,9.6670710299e+02
3.8650000000e-01,-2.4398276775e+03,9.6648769568e+02
3.8700000000e-01,-2.4389937274e+03,9.6626795443e+02
3.8750000000e-01,-2.4381591548e+03,9.6604787901e+02
3.8800000000e-01,-2.4373239613e+03,9.6582746920e+02
3.8850000000e-01,-2.4364881482e+03,9.6560672476e+02
3.8900000000e-01,-2.4356517168e+03,9.6538564547e+02
3.8950000000e-01,-2.4348146686e+03,9.6516423110e+02
3.9000000000e-01,-2.4339770050e+03,9.6494248141e+02
3.9050000000e-01,-2.4331387273e+03,9.6472039617e+02
3.9100000000e-01,-2.4322998369e+03,9.6449797516e+02
3.9150000000e-01,-2.4314603353e+03,9.6427521814e+02
3.9200000000e-01,-2.4306202237e+03,9.6405212487e+02
3.9250000000e-01,-2.4297795036e+03,9.6382869513e+02
3.9300000000e-01,-2.4289381764e+03,9.6360492867e+02
3.9350000000e-01,-2.4280962434e+03,9.6338082527e+02
3.9400000000e-01,-2.4272537061e+03,9.6315638469e+02
3.9450000000e-01,-2.4264105658e+03,9.6293160669e+02
3.9500000000e-01,-2.4255668238e+03,9.6270649104e+02
3.9550000000e-01,-2.4247224817e+03,9.6248103751e+02
3.9600000000e-01,-2.4238775408e+03,9.6225524584e+02
3.9650000000e-01,-2.4230320024e+03,9.6202911581e+02
3.9700000000e-01,-2.4221858679e+03,9.6180264717e+02
3.9750000000e-01,-2.4213391388e+03,9.6157583970e+02
3.9800000000e-01,-2.4204918163e+03,9.6134869313e+02
3.9850000000e-01,-2.4196439019e+03,9.6112120725e+02
3.9900000000e-01,-2.4187953970e+03,9.6089338180e+02
3.9950000000e-01,-2.4179463030e+03,9.6066521655e+02
4.0000000000e-01,-2.4170966212e+03,9.6043671124e+02
4.0050000000e-01,-2.4162463529e+03,9.6020786565e+02
4.0100000000e-01,-2.4153954997e+03,9.5997867952e+02
4.0150000000e-01,-2.4145440628e+03,9.5974915262e+02
4.0200000000e-01,-2.4136920437e+03,9.5951928469e+02
4.0250000000e-01,-2.4128394437e+03,9.5928907549e+02
4.0300000000e-01,-2.4119862642e+03,9.5905852478e+02
4.0350000000e-01,-2.4111325065e+03,9.5882763231e+02
4.0400000000e-01,-2.4102781722e+03,9.5859639784e+02
4.0450000000e-01,-2.4094232624e+03,9.5836482111e+02
4.0500000000e-01,-2.4085677787e+03,9.5813290187e+02
4.0550000000e-01,-2.4077117224e+03,9.5790063989e+02
4.0600000000e-01,-2.4068550948e+03,9.5766803490e+02
4.0650000000e-01,-2.4059978974e+03,9.5743508666e+02
4.0700000000e-01,-2.4051401315e+03,9.5720179493e+02
4.0750000000e-01,-2.4042817985e+03,9.5696815943e+02
4.0800000000e-01,-2.4034228997e+03,9.5673417994e+02
4.0850000000e-01,-2.4025634366e+03,9.5649985619e+02
4.0900000000e-01,-2.4017034106e+03,9.5626518793e+02
4.0950000000e-01,-2.4008428229e+03,9.5603017490e+02
4.1000000000e-01,-2.3999816749e+03,9.5579481686e+02
4.1050000000e-01,-2.3991199681e+03,9.5555911354e+02
4.1100000000e-01,-2.3982577038e+03,9.5532306469e+02
4.1150000000e-01,-2.3973948834e+03,9.5508667006e+02
4.1200000000e-01,-2.3965315082e+03,9.5484992939e+02
4.1250000000e-01,-2.3956675797e+03,9.5461284242e+02
4.1300000000e-01,-2.3948030991e+03,9.5437540890e+02
4.1350000000e-01,-2.3939380679e+03,9.5413762855e+02
4.1400000000e-01,-2.3930724875e+03,9.5389950113e+02
4.1450000000e-01,-2.3922063591e+03,9.5366102638e+02
4.1500000000e-01,-2.3913396842e+03,9.5342220403e+02
4.1550000000e-01,-2.3904724641e+03,9.5318303383e+02
4.1600000000e-01,-2.3896047003e+03,9.5294351550e+02
4.1650000000e-01,-2.3887363940e+03,9.5270364880e+02
4.1700000000e-01,-2.3878675466e+03,9.5246343345e+02
4.1750000000e-01,-2.3869981596e+03,9.5222286919e+02
4.1800000000e-01,-2.3861282342e+03,9.5198195575e+02
4.1850000000e-01,-2.3852577718e+03,9.5174069288e+02
4.1900000000e-01,-2.3843867739e+03,9.5149908031e+02
4.1950000000e-01,-2.3835152417e+03,9.5125711776e+02
4.2000000000e-01,-2.3826431766e+03,9.5101480498e+02
4.2050000000e-01,-2.3817705801e+03,9.5077214169e+02
4.2100000000e-01,-2.3808974534e+03,9.5052912763e+02
4.2150000000e-01,-2.3800237979e+03,9.5028576253e+02
4.2200000000e-01,-2.3791496149e+03,9.5004204611e+02
4.2250000000e-01,-2.3782749059e+03,9.4979797811e+02
4.2300000000e-01,-2.3773996722e+03,9.4955355825e+02
4.2350000000e-01,-2.3765239152e+03,9.4930878627e+02
4.2400000000e-01,-2.3756476362e+03,9.4906366189e+02
4.2450000000e-01,-2.3747708366e+03,9.4881818484e+02
4.2500000000e-01,-2.3738935177e+03,9.4857235485e+02
4.2550000000e-01,-2.3730156809e+03,9.4832617163e+02
4.2600000000e-01,-2.3721373275e+03,9.4807963492e+02
4.2650000000e-01,-2.3712584589e+03,9.4783274444e+02
4.2700000000e-01,-2.3703790765e+03,9.4758549991e+02
4.2750000000e-01,-2.3694991817e+03,9.4733790105e+02
4.2800000000e-01,-2.3686187757e+03,9.4708994760e+02
4.2850000000e-01,-2.3677378599e+03,9.4684163926e+02
4.2900000000e-01,-2.3668564357e+03,9.4659297576e+02
4.2950000000e-01,-2.3659745044e+03,9.4634395682e+02
4.3000000000e-01,-2.3650920675e+03,9.4609458216e+02
4.3050000000e-01,-2.3642091261e+03,9.4584485150e+02
4.3100000000e-01,-2.3633256818e+03,9.4559476456e+02
4.3150000000e-01,-2.3624417358e+03,9.4534432104e+02
4.3200000000e-01,-2.3615572895e+03,9.4509352068e+02
