lambda_over_k0,abs_d_te
3.4700000000e-01,2.1439670831e+02
3.4750000000e-01,2.1436936081e+02
3.4800000000e-01,2.1434197221e+02
3.4850000000e-01,2.1431454250e+02
3.4900000000e-01,2.1428707169e+02
3.4950000000e-01,2.1425955974e+02
3.5000000000e-01,2.1423200667e+02
3.5050000000e-01,2.1420441246e+02
3.5100000000e-01,2.1417677711e+02
3.5150000000e-01,2.1414910060e+02
3.5200000000e-01,2.1412138292e+02
3.5250000000e-01,2.1409362407e+02
3.5300000000e-01,2.1406582404e+02
3.5350000000e-01,2.1403798283e+02
3.5400000000e-01,2.1401010041e+02
3.5450000000e-01,2.1398217679e+02
3.5500000000e-01,2.1395421196e+02
3.5550000000e-01,2.1392620590e+02
3.5600000000e-01,2.1389815861e+02
3.5650000000e-01,2.1387007008e+02
3.5700000000e-01,2.1384194030e+02
3.5750000000e-01,2.1381376927e+02
3.5800000000e-01,2.1378555697e+02
3.5850000000e-01,2.1375730340e+02
3.5900000000e-01,2.1372900854e+02
3.5950000000e-01,2.1370067240e+02
3.6000000000e-01,2.1367229495e+02
3.6050000000e-01,2.1364387620e+02
3.6100000000e-01,2.1361541612e+02
3.6150000000e-01,2.1358691472e+02
3.6200000000e-01,2.1355837199e+02
3.6250000000e-01,2.1352978791e+02
3.6300000000e-01,2.1350116249e+02
3.6350000000e-01,2.1347249570e+02
3.6400000000e-01,2.1344378754e+02
3.6450000000e-01,2.1341503800e+02
3.6500000000e-01,2.1338624707e+02
3.6550000000e-01,2.1335741475e+02
3.6600000000e-01,2.1332854102e+02
3.6650000000e-01,2.1329962588e+02
3.6700000000e-01,2.1327066932e+02
3.6750000000e-01,2.1324167132e+02
3.6800000000e-01,2.1321263189e+02
3.6850000000e-01,2.1318355100e+02
3.6900000000e-01,2.1315442865e+02
3.6950000000e-01,2.1312526484e+02
3.7000000000e-01,2.1309605955e+02
3.7050000000e-01,2.1306681277e+02
3.7100000000e-01,2.1303752450e+02
3.7150000000e-01,2.1300819473e+02
3.7200000000e-01,2.1297882344e+02
3.7250000000e-01,2.1294941063e+02
3.7300000000e-01,2.1291995629e+02
3.7350000000e-01,2.1289046040e+02
3.7400000000e-01,2.1286092297e+02
3.7450000000e-01,2.1283134398e+02
3.7500000000e-01,2.1280172342e+02
3.7550000000e-01,2.1277206128e+02
3.7600000000e-01,2.1274235756e+02
3.7650000000e-01,2.1271261224e+02
3.7700000000e-01,2.1268282531e+02
3.7750000000e-01,2.1265299677e+02
3.7800000000e-01,2.1262312661e+02
3.7850000000e-01,2.1259321481e+02
3.7900000000e-01,2.1256326137e+02
3.7950000000e-01,2.1253326628e+02
3.8000000000e-01,2.1250322952e+02
3.8050000000e-01,2.1247315110e+02
3.8100000000e-01,2.1244303099e+02
3.8150000000e-01,2.1241286920e+02
3.8200000000e-01,2.1238266570e+02
3.8250000000e-01,2.1235242050e+02
3.8300000000e-01,2.1232213357e+02
3.8350000000e-01,2.1229180492e+02
3.8400000000e-01,2.1226143453e+02
3.8450000000e-01,2.1223102240e+02
3.8500000000e-01,2.1220056850e+02
3.8550000000e-01,2.1217007284e+02
3.8600000000e-01,2.1213953541e+02
3.8650000000e-01,2.1210895618e+02
3.8700000000e-01,2.1207833516e+02
3.8750000000e-01,2.1204767234e+02
3.8800000000e-01,2.1201696770e+02
3.8850000000e-01,2.1198622124e+02
3.8900000000e-01,2.1195543294e+02
3.8950000000e-01,2.1192460279e+02
3.9000000000e-01,2.1189373080e+02
3.9050000000e-01,2.1186281693e+02
3.9100000000e-01,2.1183186120e+02
3.9150000000e-01,2.1180086358e+02
3.9200000000e-01,2.1176982406e+02
3.9250000000e-01,2.1173874264e+02
3.9300000000e-01,2.1170761931e+02
3.9350000000e-01,2.1167645405e+02
3.9400000000e-01,2.1164524686e+02
3.9450000000e-01,2.1161399773e+02
3.9500000000e-01,2.1158270664e+02
3.9550000000e-01,2.1155137359e+02
3.9600000000e-01,2.1151999856e+02
3.9650000000e-01,2.1148858155e+02
3.9700000000e-01,2.1145712254e+02
3.9750000000e-01,2.1142562153e+02
3.9800000000e-01,2.1139407851e+02
3.9850000000e-01,2.1136249346e+02
3.9900000000e-01,2.1133086638e+02
3.9950000000e-01,2.1129919725e+02
4.0000000000e-01,2.1126748606e+02
4.0050000000e-01,2.1123573281e+02
4.0100000000e-01,2.1120393748e+02
4.0150000000e-01,2.1117210006e+02
4.0200000000e-01,2.1114022055e+02
4.0250000000e-01,2.1110829893e+02
4.0300000000e-01,2.1107633520e+02
4.0350000000e-01,2.1104432933e+02
4.0400000000e-01,2.1101228133e+02
4.0450000000e-01,2.1098019117e+02
4.0500000000e-01,2.1094805886e+02
4.0550000000e-01,2.1091588438e+02
4.0600000000e-01,2.1088366772e+02
4.0650000000e-01,2.1085140886e+02
4.0700000000e-01,2.1081910781e+02
4.0750000000e-01,2.1078676454e+02
4.0800000000e-01,2.1075437905e+02
4.0850000000e-01,2.1072195132e+02
4.0900000000e-01,2.1068948135e+02
4.0950000000e-01,2.1065696913e+02
4.1000000000e-01,2.1062441464e+02
4.1050000000e-01,2.1059181788e+02
4.1100000000e-01,2.1055917882e+02
4.1150000000e-01,2.1052649747e+02
4.1200000000e-01,2.1049377381e+02
4.1250000000e-01,2.1046100784e+02
4.1300000000e-01,2.1042819953e+02
4.1350000000e-01,2.1039534888e+02
4.1400000000e-01,2.1036245587e+02
4.1450000000e-01,2.1032952051e+02
4.1500000000e-01,2.1029654277e+02
4.1550000000e-01,2.1026352264e+02
4.1600000000e-01,2.1023046012e+02
4.1650000000e-01,2.1019735520e+02
4.1700000000e-01,2.1016420785e+02
4.1750000000e-01,2.1013101808e+02
4.1800000000e-01,2.1009778586e+02
4.1850000000e-01,2.1006451120e+02
4.1900000000e-01,2.1003119407e+02
4.1950000000e-01,2.0999783447e+02
4.2000000000e-01,2.0996443239e+02
4.2050000000e-01,2.0993098781e+02
4.2100000000e-01,2.0989750072e+02
4.2150000000e-01,2.0986397111e+02
4.2200000000e-01,2.0983039897e+02
4.2250000000e-01,2.0979678430e+02
4.2300000000e-01,2.0976312707e+02
4.2350000000e-01,2.0972942728e+02
4.2400000000e-01,2.0969568491e+02
4.2450000000e-01,2.0966189996e+02
4.2500000000e-01,2.0962807241e+02
4.2550000000e-01,2.0959420225e+02
4.2600000000e-01,2.0956028947e+02
4.2650000000e-01,2.0952633405e+02
4.2700000000e-01,2.0949233600e+02
4.2750000000e-01,2.0945829529e+02
4.2800000000e-01,2.0942421191e+02
4.2850000000e-01,2.0939008586e+02
4.2900000000e-01,2.0935591711e+02
4.2950000000e-01,2.0932170566e+02
4.3000000000e-01,2.0928745151e+02
4.3050000000e-01,2.0925315462e+02
4.3100000000e-01,2.0921881500e+02
4.3150000000e-01,2.0918443263e+02
4.3200000000e-01,2.0915000751e+02
4.3250000000e-01,2.0911553961e+02
4.3300000000e-01,2.0908102892e+02
4.3350000000e-01,2.0904647544e+02
4.3400000000e-01,2.0901187916e+02
4.3450000000e-01,2.0897724006e+02
4.3500000000e-01,2.0894255812e+02
4.3550000000e-01,2.0890783334e+02
4.3600000000e-01,2.0887306571e+02
4.3650000000e-01,2.0883825521e+02
4.3700000000e-01,2.0880340183e+02
4.3750000000e-01,2.0876850557e+02
4.3800000000e-01,2.0873356639e+02
4.3850000000e-01,2.0869858431e+02
4.3900000000e-01,2.0866355930e+02
4.3950000000e-01,2.0862849135e+02
4.4000000000e-01,2.0859338044e+02
4.4050000000e-01,2.0855822658e+02
4.4100000000e-01,2.0852302973e+02
4.4150000000e-01,2.0848778991e+02
4.4200000000e-01,2.0845250708e+02
4.4250000000e-01,2.0841718124e+02
4.4300000000e-01,2.0838181237e+02
4.4350000000e-01,2.0834640047e+02
4.4400000000e-01,2.0831094551e+02
4.4450000000e-01,2.0827544750e+02
4.4500000000e-01,2.0823990641e+02
4.4550000000e-01,2.0820432224e+02
4.4600000000e-01,2.0816869497e+02
4.4650000000e-01,2.0813302458e+02
4.4700000000e-01,2.0809731107e+02
4.4750000000e-01,2.0806155443e+02
4.4800000000e-01,2.0802575463e+02
4.4850000000e-01,2.0798991168e+02
4.4900000000e-01,2.0795402555e+02
4.4950000000e-01,2.0791809623e+02
4.5000000000e-01,2.0788212372e+02
4.5050000000e-01,2.0784610799e+02
4.5100000000e-01,2.0781004904e+02
4.5150000000e-01,2.0777394685e+02
4.5200000000e-01,2.0773780140e+02
4.5250000000e-01,2.0770161270e+02
4.5300000000e-01,2.0766538072e+02
4.5350000000e-01,2.0762910545e+02
4.5400000000e-01,2.0759278688e+02
4.5450000000e-01,2.0755642499e+02
4.5500000000e-01,2.0752001978e+02
4.5550000000e-01,2.0748357123e+02
4.5600000000e-01,2.0744707932e+02
4.5650000000e-01,2.0741054405e+02
4.5700000000e-01,2.0737396539e+02
4.5750000000e-01,2.0733734335e+02
4.5800000000e-01,2.0730067789e+02
4.5850000000e-01,2.0726396902e+02
4.5900000000e-01,2.0722721672e+02
4.5950000000e-01,2.0719042097e+02
4.6000000000e-01,2.0715358176e+02
4.6050000000e-01,2.0711669909e+02
4.6100000000e-01,2.0707977292e+02
4.6150000000e-01,2.0704280326e+02
4.6200000000e-01,2.0700579009e+02
4.6250000000e-01,2.0696873339e+02
4.6300000000e-01,2.0693163315e+02
4.6350000000e-01,2.0689448936e+02
4.6400000000e-01,2.0685730201e+02
4.6450000000e-01,2.0682007108e+02
4.6500000000e-01,2.0678279655e+02
4.6550000000e-01,2.0674547842e+02
4.6600000000e-01,2.0670811668e+02
4.6650000000e-01,2.0667071129e+02
4.6700000000e-01,2.0663326227e+02
4.6750000000e-01,2.0659576958e+02
4.6800000000e-01,2.0655823322e+02
4.6850000000e-01,2.0652065317e+02
4.6900000000e-01,2.0648302942e+02
4.6950000000e-01,2.0644536196e+02
4.7000000000e-01,2.0640765076e+02
4.7050000000e-01,2.0636989583e+02
4.7100000000e-01,2.0633209714e+02
4.7150000000e-01,2.0629425468e+02
4.7200000000e-01,2.0625636843e+02
4.7250000000e-01,2.0621843839e+02
4.7300000000e-01,2.0618046453e+02
4.7350000000e-01,2.0614244685e+02
4.7400000000e-01,2.0610438533e+02
4.7450000000e-01,2.0606627996e+02
4.7500000000e-01,2.0602813072e+02
4.7550000000e-01,2.0598993760e+02
4.7600000000e-01,2.0595170058e+02
4.7650000000e-01,2.0591341965e+02
4.7700000000e-01,2.0587509479e+02
4.7750000000e-01,2.0583672600e+02
4.7800000000e-01,2.0579831325e+02
4.7850000000e-01,2.0575985654e+02
4.7900000000e-01,2.0572135585e+02
4.7950000000e-01,2.0568281116e+02
4.8000000000e-01,2.0564422246e+02
4.8050000000e-01,2.0560558974e+02
4.8100000000e-01,2.0556691297e+02
4.8150000000e-01,2.0552819216e+02
4.8200000000e-01,2.0548942727e+02
4.8250000000e-01,2.0545061831e+02
4.8300000000e-01,2.0541176524e+02
4.8350000000e-01,2.0537286807e+02
4.8400000000e-01,2.0533392677e+02
4.8450000000e-01,2.0529494133e+02
4.8500000000e-01,2.0525591173e+02
4.8550000000e-01,2.0521683796e+02
4.8600000000e-01,2.0517772001e+02
4.8650000000e-01,2.0513855786e+02
4.8700000000e-01,2.0509935150e+02
4.8750000000e-01,2.0506010090e+02
4.8800000000e-01,2.0502080606e+02
4.8850000000e-01,2.0498146697e+02
4.8900000000e-01,2.0494208359e+02
4.8950000000e-01,2.0490265594e+02
4.9000000000e-01,2.0486318397e+02
4.9050000000e-01,2.0482366769e+02
4.9100000000e-01,2.0478410707e+02
4.9150000000e-01,2.0474450211e+02
4.9200000000e-01,2.0470485278e+02
4.9250000000e-01,2.0466515907e+02
4.9300000000e-01,2.0462542097e+02
4.9350000000e-01,2.0458563846e+02
4.9400000000e-01,2.0454581153e+02
4.9450000000e-01,2.0450594015e+02
4.9500000000e-01,2.0446602432e+02
4.9550000000e-01,2.0442606402e+02
4.9600000000e-01,2.0438605923e+02
4.9650000000e-01,2.0434600994e+02
4.9700000000e-01,2.0430591614e+02
4.9750000000e-01,2.0426577780e+02
4.9800000000e-01,2.0422559492e+02
4.9850000000e-01,2.0418536747e+02
4.9900000000e-01,2.0414509544e+02
4.9950000000e-01,2.0410477882e+02
5.0000000000e-01,2.0406441759e+02
5.0050000000e-01,2.0402401174e+02
5.0100000000e-01,2.0398356124e+02
5.0150000000e-01,2.0394306609e+02
5.0200000000e-01,2.0390252626e+02
5.0250000000e-01,2.0386194174e+02
5.0300000000e-01,2.0382131253e+02
5.0350000000e-01,2.0378063859e+02
5.0400000000e-01,2.0373991991e+02
5.0450000000e-01,2.0369915648e+02
5.0500000000e-01,2.0365834829e+02
5.0550000000e-01,2.0361749531e+02
5.0600000000e-01,2.0357659753e+02
5.0650000000e-01,2.0353565494e+02
5.0700000000e-01,2.0349466751e+02
5.0750000000e-01,2.0345363524e+02
5.0800000000e-01,2.0341255810e+02
5.0850000000e-01,2.0337143608e+02
5.0900000000e-01,2.0333026916e+02
5.0950000000e-01,2.0328905733e+02
5.1000000000e-01,2.0324780058e+02
5.1050000000e-01,2.0320649887e+02
5.1100000000e-01,2.0316515221e+02
5.1150000000e-01,2.0312376056e+02
5.1200000000e-01,2.0308232393e+02
5.1250000000e-01,2.0304084228e+02
5.1300000000e-01,2.0299931560e+02
5.1350000000e-01,2.0295774388e+02
5.1400000000e-01,2.0291612710e+02
5.1450000000e-01,2.0287446524e+02
5.1500000000e-01,2.0283275829e+02
5.1550000000e-01,2.0279100622e+02
5.1600000000e-01,2.0274920903e+02
5.1650000000e-01,2.0270736670e+02
5.1700000000e-01,2.0266547920e+02
5.1750000000e-01,2.0262354653e+02
5.1800000000e-01,2.0258156866e+02
5.1850000000e-01,2.0253954558e+02
5.1900000000e-01,2.0249747727e+02
5.1950000000e-01,2.0245536372e+02
5.2000000000e-01,2.0241320491e+02
5.2050000000e-01,2.0237100081e+02
5.2100000000e-01,2.0232875142e+02
5.2150000000e-01,2.0228645672e+02
5.2200000000e-01,2.0224411668e+02
5.2250000000e-01,2.0220173130e+02
5.2300000000e-01,2.0215930056e+02
5.2350000000e-01,2.0211682443e+02
5.2400000000e-01,2.0207430290e+02
5.2450000000e-01,2.0203173595e+02
5.2500000000e-01,2.0198912357e+02
5.2550000000e-01,2.0194646574e+02
5.2600000000e-01,2.0190376244e+02
5.2650000000e-01,2.0186101366e+02
5.2700000000e-01,2.0181821937e+02
5.2750000000e-01,2.0177537956e+02
5.2800000000e-01,2.0173249421e+02
5.2850000000e-01,2.0168956330e+02
5.2900000000e-01,2.0164658682e+02
5.2950000000e-01,2.0160356475e+02
5.3000000000e-01,2.0156049707e+02
5.3050000000e-01,2.0151738376e+02
5.3100000000e-01,2.0147422480e+02
5.3150000000e-01,2.0143102018e+02
5.3200000000e-01,2.0138776989e+02
5.3250000000e-01,2.0134447389e+02
5.3300000000e-01,2.0130113217e+02
5.3350000000e-01,2.0125774472e+02
5.3400000000e-01,2.0121431152e+02
5.3450000000e-01,2.0117083255e+02
5.3500000000e-01,2.0112730779e+02
5.3550000000e-01,2.0108373722e+02
5.3600000000e-01,2.0104012083e+02
5.3650000000e-01,2.0099645859e+02
5.3700000000e-01,2.0095275049e+02
5.3750000000e-01,2.0090899651e+02
5.3800000000e-01,2.0086519664e+02
5.3850000000e-01,2.0082135084e+02
5.3900000000e-01,2.0077745911e+02
5.3950000000e-01,2.0073352143e+02
5.4000000000e-01,2.0068953778e+02
5.4050000000e-01,2.0064550813e+02
5.4100000000e-01,2.0060143248e+02
5.4150000000e-01,2.0055731080e+02
5.4200000000e-01,2.0051314307e+02
5.4250000000e-01,2.0046892928e+02
5.4300000000e-01,2.0042466940e+02
5.4350000000e-01,2.0038036342e+02
5.4400000000e-01,2.0033601132e+02
5.4450000000e-01,2.0029161308e+02
5.4500000000e-01,2.0024716868e+02
5.4550000000e-01,2.0020267810e+02
5.4600000000e-01,2.0015814132e+02
5.4650000000e-01,2.0011355833e+02
5.4700000000e-01,2.0006892910e+02
5.4750000000e-01,2.0002425362e+02
5.4800000000e-01,1.9997953187e+02
5.4850000000e-01,1.9993476382e+02
5.4900000000e-01,1.9988994947e+02
5.4950000000e-01,1.9984508878e+02
5.5000000000e-01,1.9980018174e+02
5.5050000000e-01,1.9975522833e+02
5.5100000000e-01,1.9971022853e+02
5.5150000000e-01,1.9966518232e+02
5.5200000000e-01,1.9962008969e+02
5.5250000000e-01,1.9957495061e+02
5.5300000000e-01,1.9952976506e+02
5.5350000000e-01,1.9948453303e+02
5.5400000000e-01,1.9943925449e+02
5.5450000000e-01,1.9939392942e+02
5.5500000000e-01,1.9934855781e+02
5.5550000000e-01,1.9930313963e+02
5.5600000000e-01,1.9925767487e+02
5.5650000000e-01,1.9921216350e+02
5.5700000000e-01,1.9916660551e+02
5.5750000000e-01,1.9912100087e+02
5.5800000000e-01,1.9907534957e+02
5.5850000000e-01,1.9902965159e+02
5.5900000000e-01,1.9898390690e+02
5.5950000000e-01,1.9893811548e+02
5.6000000000e-01,1.9889227732e+02
5.6050000000e-01,1.9884639240e+02
5.6100000000e-01,1.9880046069e+02
5.6150000000e-01,1.9875448217e+02
5.6200000000e-01,1.9870845683e+02
5.6250000000e-01,1.9866238465e+02
5.6300000000e-01,1.9861626559e+02
5.6350000000e-01,1.9857009965e+02
5.6400000000e-01,1.9852388680e+02
5.6450000000e-01,1.9847762702e+02
5.6500000000e-01,1.9843132030e+02
5.6550000000e-01,1.9838496660e+02
5.6600000000e-01,1.9833856592e+02
5.6650000000e-01,1.9829211822e+02
5.6700000000e-01,1.9824562349e+02
5.6750000000e-01,1.9819908172e+02
5.6800000000e-01,1.9815249286e+02
5.6850000000e-01,1.9810585692e+02
5.6900000000e-01,1.9805917386e+02
5.6950000000e-01,1.9801244366e+02
5.7000000000e-01,1.9796566631e+02
5.7050000000e-01,1.9791884177e+02
5.7100000000e-01,1.9787197004e+02
5.7150000000e-01,1.9782505109e+02
5.7200000000e-01,1.9777808490e+02
5.7250000000e-01,1.9773107144e+02
5.7300000000e-01,1.9768401070e+02
5.7350000000e-01,1.9763690266e+02
5.7400000000e-01,1.9758974729e+02
5.7450000000e-01,1.9754254457e+02
5.7500000000e-01,1.9749529448e+02
5.7550000000e-01,1.9744799700e+02
5.7600000000e-01,1.9740065211e+02
5.7650000000e-01,1.9735325978e+02
5.7700000000e-01,1.9730582000e+02
5.7750000000e-01,1.9725833274e+02
5.7800000000e-01,1.9721079798e+02
5.7850000000e-01,1.9716321570e+02
5.7900000000e-01,1.9711558587e+02
5.7950000000e-01,1.9706790848e+02
5.8000000000e-01,1.9702018350e+02
5.8050000000e-01,1.9697241092e+02
5.8100000000e-01,1.9692459070e+02
5.8150000000e-01,1.9687672283e+02
5.8200000000e-01,1.9682880729e+02
5.8250000000e-01,1.9678084404e+02
5.8300000000e-01,1.9673283308e+02
5.8350000000e-01,1.9668477438e+02
5.8400000000e-01,1.9663666791e+02
5.8450000000e-01,1.9658851365e+02
5.8500000000e-01,1.9654031159e+02
5.8550000000e-01,1.9649206169e+02
5.8600000000e-01,1.9644376394e+02
5.8650000000e-01,1.9639541831e+02
5.8700000000e-01,1.9634702478e+02
5.8750000000e-01,1.9629858334e+02
5.8800000000e-01,1.9625009394e+02
5.8850000000e-01,1.9620155658e+02
5.8900000000e-01,1.9615297123e+02
5.8950000000e-01,1.9610433786e+02
5.9000000000e-01,1.9605565646e+02
5.9050000000e-01,1.9600692700e+02
5.9100000000e-01,1.9595814946e+02
5.9150000000e-01,1.9590932381e+02
5.9200000000e-01,1.9586045004e+02
5.9250000000e-01,1.9581152811e+02
5.9300000000e-01,1.9576255800e+02
5.9350000000e-01,1.9571353970e+02
5.9400000000e-01,1.9566447318e+02
5.9450000000e-01,1.9561535841e+02
5.9500000000e-01,1.9556619538e+02
5.9550000000e-01,1.9551698405e+02
5.9600000000e-01,1.9546772441e+02
5.9650000000e-01,1.9541841643e+02
5.9700000000e-01,1.9536906008e+02
5.9750000000e-01,1.9531965535e+02
5.9800000000e-01,1.9527020221e+02
5.9850000000e-01,1.9522070064e+02
5.9900000000e-01,1.9517115061e+02
5.9950000000e-01,1.9512155210e+02
6.0000000000e-01,1.9507190508e+02
6.0050000000e-01,1.9502220953e+02
6.0100000000e-01,1.9497246543e+02
6.0150000000e-01,1.9492267275e+02
6.0200000000e-01,1.9487283147e+02
6.0250000000e-01,1.9482294156e+02
6.0300000000e-01,1.9477300300e+02
6.0350000000e-01,1.9472301577e+02
6.0400000000e-01,1.9467297984e+02
6.0450000000e-01,1.9462289519e+02
6.0500000000e-01,1.9457276179e+02
6.0550000000e-01,1.9452257961e+02
6.0600000000e-01,1.9447234864e+02
6.0650000000e-01,1.9442206885e+02
6.0700000000e-01,1.9437174021e+02
6.0750000000e-01,1.9432136270e+02
6.0800000000e-01,1.9427093629e+02
6.0850000000e-01,1.9422046096e+02
6.0900000000e-01,1.9416993669e+02
6.0950000000e-01,1.9411936344e+02
6.1000000000e-01,1.9406874120e+02
6.1050000000e-01,1.9401806994e+02
6.1100000000e-01,1.9396734964e+02
6.1150000000e-01,1.9391658026e+02
6.1200000000e-01,1.9386576178e+02
6.1250000000e-01,1.9381489419e+02
6.1300000000e-01,1.9376397745e+02
6.1350000000e-01,1.9371301153e+02
6.1400000000e-01,1.9366199642e+02
6.1450000000e-01,1.9361093208e+02
6.1500000000e-01,1.9355981849e+02
6.1550000000e-01,1.9350865563e+02
6.1600000000e-01,1.9345744347e+02
6.1650000000e-01,1.9340618198e+02
6.1700000000e-01,1.9335487114e+02
6.1750000000e-01,1.9330351092e+02
6.1800000000e-01,1.9325210130e+02
6.1850000000e-01,1.9320064225e+02
6.1900000000e-01,1.9314913374e+02
6.1950000000e-01,1.9309757575e+02
6.2000000000e-01,1.9304596825e+02
6.2050000000e-01,1.9299431122e+02
6.2100000000e-01,1.9294260463e+02
6.2150000000e-01,1.9289084844e+02
6.2200000000e-01,1.9283904265e+02
6.2250000000e-01,1.9278718722e+02
6.2300000000e-01,1.9273528212e+02
6.2350000000e-01,1.9268332732e+02
6.2400000000e-01,1.9263132281e+02
6.2450000000e-01,1.9257926855e+02
6.2500000000e-01,1.9252716452e+02
6.2550000000e-01,1.9247501068e+02
6.2600000000e-01,1.9242280702e+02
6.2650000000e-01,1.9237055351e+02
6.2700000000e-01,1.9231825011e+02
6.2750000000e-01,1.9226589681e+02
6.2800000000e-01,1.9221349358e+02
6.2850000000e-01,1.9216104038e+02
6.2900000000e-01,1.9210853719e+02
6.2950000000e-01,1.9205598398e+02
6.3000000000e-01,1.9200338073e+02
6.3050000000e-01,1.9195072741e+02
6.3100000000e-01,1.9189802399e+02
6.3150000000e-01,1.9184527044e+02
6.3200000000e-01,1.9179246674e+02
6.3250000000e-01,1.9173961286e+02
6.3300000000e-01,1.9168670877e+02
6.3350000000e-01,1.9163375444e+02
6.3400000000e-01,1.9158074984e+02
6.3450000000e-01,1.9152769496e+02
6.3500000000e-01,1.9147458975e+02
6.3550000000e-01,1.9142143419e+02
6.3600000000e-01,1.9136822825e+02
6.3650000000e-01,1.9131497191e+02
6.3700000000e-01,1.9126166514e+02
6.3750000000e-01,1.9120830790e+02
6.3800000000e-01,1.9115490017e+02
6.3850000000e-01,1.9110144193e+02
6.3900000000e-01,1.9104793313e+02
6.3950000000e-01,1.9099437376e+02
6.4000000000e-01,1.9094076379e+02
6.4050000000e-01,1.9088710318e+02
6.4100000000e-01,1.9083339191e+02
6.4150000000e-01,1.9077962995e+02
6.4200000000e-01,1.9072581727e+02
6.4250000000e-01,1.9067195385e+02
6.4300000000e-01,1.9061803964e+02
6.4350000000e-01,1.9056407463e+02
6.4400000000e-01,1.9051005878e+02
6.4450000000e-01,1.9045599207e+02
6.4500000000e-01,1.9040187446e+02
6.4550000000e-01,1.9034770593e+02
6.4600000000e-01,1.9029348644e+02
6.4650000000e-01,1.9023921598e+02
6.4700000000e-01,1.9018489450e+02
6.4750000000e-01,1.9013052197e+02
6.4800000000e-01,1.9007609838e+02
6.4850000000e-01,1.9002162369e+02
6.4900000000e-01,1.8996709786e+02
6.4950000000e-01,1.8991252088e+02
6.5000000000e-01,1.8985789270e+02
6.5050000000e-01,1.8980321330e+02
6.5100000000e-01,1.8974848265e+02
6.5150000000e-01,1.8969370072e+02
6.5200000000e-01,1.8963886748e+02
6.5250000000e-01,1.8958398290e+02
6.5300000000e-01,1.8952904694e+02
6.5350000000e-01,1.8947405958e+02
6.5400000000e-01,1.8941902079e+02
6.5450000000e-01,1.8936393054e+02
6.5500000000e-01,1.8930878879e+02
6.5550000000e-01,1.8925359552e+02
6.5600000000e-01,1.8919835069e+02
6.5650000000e-01,1.8914305427e+02
6.5700000000e-01,1.8908770624e+02
6.5750000000e-01,1.8903230655e+02
6.5800000000e-01,1.8897685519e+02
6.5850000000e-01,1.8892135212e+02
6.5900000000e-01,1.8886579730e+02
6.5950000000e-01,1.8881019071e+02
6.6000000000e-01,1.8875453232e+02
6.6050000000e-01,1.8869882209e+02
6.6100000000e-01,1.8864306000e+02
